Individual,HorizontalRange,VerticalRange,MeanOfDataPoint0(X),MeanOfDataPoint0(Y),MeanOfDataPoint0(Z),MeanOfDataPoint1(X),MeanOfDataPoint1(Y),MeanOfDataPoint1(Z),MeanOfDataPoint2(X),MeanOfDataPoint2(Y),MeanOfDataPoint2(Z),MeanOfDataPoint3(X),MeanOfDataPoint3(Y),MeanOfDataPoint3(Z),MeanOfDataPoint4(X),MeanOfDataPoint4(Y),MeanOfDataPoint4(Z),MeanOfDataPoint5(X),MeanOfDataPoint5(Y),MeanOfDataPoint5(Z),MeanOfDataPoint6(X),MeanOfDataPoint6(Y),MeanOfDataPoint6(Z),MeanOfDataPoint7(X),MeanOfDataPoint7(Y),MeanOfDataPoint7(Z),MeanOfDataPoint8(X),MeanOfDataPoint8(Y),MeanOfDataPoint8(Z),MeanOfDataPoint9(X),MeanOfDataPoint9(Y),MeanOfDataPoint9(Z),MeanOfDataPoint10(X),MeanOfDataPoint10(Y),MeanOfDataPoint10(Z),MeanOfDataPoint11(X),MeanOfDataPoint11(Y),MeanOfDataPoint11(Z),MeanOfDataPoint12(X),MeanOfDataPoint12(Y),MeanOfDataPoint12(Z),MeanOfDataPoint13(X),MeanOfDataPoint13(Y),MeanOfDataPoint13(Z),MeanOfDataPoint14(X),MeanOfDataPoint14(Y),MeanOfDataPoint14(Z),
Person072,1.4636908,1.3544036,0.14357219370596994,0.37103365608798083,2.6979062065985873,0.05906057772881392,1.1202853990573463,2.7166201531814655,0.16712082720640223,0.5764400871170461,2.659593412411624,-0.028680511426221512,0.3468292006284365,2.8109474642576626,0.0721511555533388,0.4723542729772193,2.753310477611942,-0.030962810998193226,0.2769127024351921,2.8220943849175186,0.029390440157423477,0.4230495344069122,2.7496876826394354,0.08418598640212115,0.9616139819324426,2.7389898743126477,-0.03116581499479182,0.55974054854674,2.7678442741555402,0.07562604860322865,0.5534300519245874,2.7541857407698322,0.10866128626763553,-0.04252897704524746,2.8600450204241934,0.11321641934947403,0.4256053992144537,2.7572072128829563,0.1850563937009427,0.8337651269442261,2.7304057886881394,0.13444969038900256,0.2972923314218382,2.7118441846032972,-0.0017487384325608328,0.8030550638648857,2.7192078750981907,
Person112,2.6594058,1.3171256,0.035810663979437225,-0.15384544582251092,2.7576847532467554,-0.023314671590043308,0.6381380332683988,2.8072511904761868,0.06496682463636365,0.039349509796753154,2.7147025562770564,-0.11254935167651511,-0.13600516424025974,2.802601679653678,-0.013923911581601688,-0.023291413431601703,2.7536986277056243,-0.11825891427097406,-0.18917530090909088,2.8087138722943714,-0.04456416838051941,-0.06945276310411248,2.740170220779222,-0.011150938800216482,0.4672531939177491,2.779029292207793,-0.12414411077705631,0.05228063290303033,2.7741836861471856,-0.020880757506709986,0.057347106807142896,2.771109002164506,0.02264482472532481,-0.5058936835497836,2.7929981038961054,0.015608201247835522,-0.07049771880086576,2.7596113636363637,0.05381099492207788,0.3187803495238098,2.748019950216449,0.03352517971904757,-0.21396868800865784,2.7580471969696947,-0.08012275274458873,0.3093883527424242,2.7525981038961067,
Person090,1.5054359,1.3191296,0.02104151385463261,-0.023709306469169314,2.55205439456869,0.01713040812891376,0.6426015121405748,2.6768831277955276,0.05335804440047928,0.16820423558146969,2.5689861709265154,-0.09107410391389767,-0.03455839185007989,2.6853176549520796,7.874709947284506E-4,0.03103207937204476,2.642776353035139,-0.10128294146166114,-0.08984361503706076,2.688032998402557,-0.034746735730031925,-0.00995083096415464,2.638698610223643,-0.006133442829872211,0.4790249706070289,2.6539049057507977,-0.09323640360702877,0.156056252025559,2.6711669057507987,2.725726923322454E-4,0.10363688260910549,2.658476188498403,0.017643974659265146,-0.40353271086261994,2.6810739744408942,0.03747372361501596,-0.008620138638865819,2.642406038338655,0.07759625523482429,0.3738191364217252,2.6571481261980843,0.017172833527156588,-0.08973560821437705,2.5527142412140584,-0.08130540181693283,0.36247540654952093,2.6465595543130966,
Person069,1.7434893,1.4070243,0.034040667108406905,0.1309775708042588,2.568794519716089,-0.04579994721671934,0.7925972309936903,2.609232087539428,0.07044984978178233,0.32565078738170344,2.5982534408517326,-0.10003151142011035,0.14920408408548888,2.6204448556782336,-0.026564027576734907,0.20170761971608814,2.639569264984229,-0.1049973863831704,0.09218801924071762,2.613252384069402,-0.0716318375332807,0.1448383134779181,2.637616108044167,-0.018439321062263397,0.6508568490536288,2.634692070189277,-0.128792016625891,0.32523888663249173,2.628775972397475,-0.02419231366482656,0.27571590496845433,2.6463731853312287,-0.005798917667192462,-0.2612336828864351,2.700637783911666,0.017087848214968428,0.14927837928233426,2.6405252452681407,0.07649816831388016,0.551966093454259,2.6309102854889597,0.03087457492500002,0.06631305815095816,2.558197303627761,-0.1198294466467665,0.5305981020504732,2.624953073343846,
Person029,1.3326418,1.3749407,0.09431202125435545,0.24404483578125014,2.5528991582031253,0.026879053404492186,0.9540954316406249,2.6280062714843733,0.12249190608632819,0.4900863900390625,2.5740141347656245,-0.04642547517226549,0.21082495896484377,2.6726043984374996,0.054681596729101514,0.28817311835937526,2.634982714843748,-0.05619952251757814,0.1418602489062503,2.671521353515621,0.012296271507617173,0.2386473222851562,2.638426566406249,0.06595998700195316,0.7965538792968753,2.644066011718748,-0.05627071702695308,0.4404410953124995,2.6734975175781286,0.061101830788027306,0.37095301777343814,2.655378009765625,0.09062282910332028,-0.232854828730469,2.699431814453128,0.09421733972285173,0.23719339687499974,2.6266683183593775,0.16001408635345699,0.7014061517578124,2.543915982421873,0.08738990547539052,0.13915502029003893,2.553959712890627,-0.013946576485742152,0.6832586281249998,2.638247279296875,
Person083,1.7271639,1.2838707999999999,0.14381702156416765,0.10934714311684694,2.3375847487520804,0.14331543599900168,0.7550311140598989,2.554543272878535,0.1944760809000832,0.29591164067387665,2.3615468153078174,0.08701992758822773,0.11882313704833612,2.4206011755407646,0.14499283695424295,0.1805342641347753,2.4813241256239595,0.08464131788485858,0.07170874666745426,2.42866384109817,0.10286125792429283,0.1285885625291182,2.479574061564061,0.14798731003402643,0.583755563727122,2.512611681364391,0.06378186412495836,0.26871055459234616,2.4084741896838633,0.15294500429334434,0.24354656239600644,2.5079682753743784,0.17465076292443427,-0.28347969134775364,2.579094085690512,0.191584431287188,0.13095056373544106,2.4779924001663884,0.24095594695399336,0.48227969713810276,2.464305222129779,0.13130611133643919,0.05463422462063225,2.338154618136441,0.04311090293144767,0.4481648445923455,2.4535455199667195,
Person164,1.3692407,1.4195023,0.2877062093811726,0.14183834969135814,2.9667887608024732,0.1876330120089508,0.9406971111111114,2.9368580756172853,0.3113499792654316,0.3763242688271606,2.9522828395061778,0.08453295651959875,0.14376369061728375,2.9574950432098737,0.17110999535339522,0.27062578503086443,2.944193893518513,0.08283658854938268,0.0845648220757716,2.9636326111111106,0.12599636976712972,0.21640530246913595,2.9430949552469134,0.1813707033287037,0.7685048342592606,2.9455042067901265,0.08316936110586415,0.3713744692901231,2.9665823317901223,0.17595983325231476,0.35327849506172876,2.9448773950617246,0.20538628132716066,-0.2778788078703705,2.978579813271604,0.21442071141651245,0.21670319197530893,2.9416687561728376,0.27245472471450577,0.6592467760802456,2.959293080246914,0.2893781425956792,0.0826692077487654,2.971953527777781,0.07881620484629624,0.6482717337962972,2.9542628657407364,
Person019,1.2524686,1.1736869,0.10840129677079623,0.0021812095866462545,2.640365777947938,0.044923523106278784,0.7141854292496168,2.6419229280245022,0.12255722966768762,0.16285687626339965,2.588534355283307,-0.023483615737044394,0.022029331386983163,2.621591015313937,0.033470317144257106,0.07251656449464017,2.6121071577335377,-0.0260493552533844,-0.03174225616289434,2.628369053598774,-0.004361148646079583,0.030503534758315454,2.6100274931087273,0.03261437299081165,0.5509121234303214,2.6347819586523777,-0.022526962434609443,0.19753407917304747,2.5922965895865233,0.035553464166462455,0.149110492343032,2.638689519142417,0.03802089425730471,-0.3149361231240434,2.690230110260336,0.07108450837978565,0.03271101826202144,2.6075966921898925,0.10878851005666161,0.39400492174578916,2.5754996033690647,0.11132240795252664,-0.05182975482986214,2.642674208269523,-0.04644950664823889,0.38145972297090314,2.572377376722813,
Person099,1.4198702,1.3164078,0.21709719545816822,-0.07117032840594067,2.4189028448844923,0.18382033562128752,0.647783788696369,2.5451372755775563,0.24091424590594007,0.12253540209983492,2.4324339744224455,0.08532644396872932,-0.12153594359826732,2.5323905651815175,0.16283564227475233,0.016133622446650186,2.475810047029705,0.07854167981039581,-0.17941125684818485,2.5359754158415826,0.12663170267656781,-0.03338230161916667,2.474146103960397,0.17471141459026396,0.48998111699670094,2.51841034075908,0.07300915110338281,0.09402711663283819,2.5170931328382857,0.18039646302231,0.09263762602433988,2.495669476072606,0.19933956369265696,-0.4842911593234326,2.4991078011551138,0.19691950976650174,-0.030025284969859737,2.4667950734323414,0.24543669254537903,0.3513826938943901,2.4925928143564318,0.2117948596685646,-0.1265020062439769,2.4132652343234327,0.08792821272087464,0.3274735067656766,2.496136488448847,
Person084,1.3307392,1.4797652,0.2324211338851819,0.23403113133271236,2.6058987884436142,0.13480239747576878,0.9680113613233922,2.586756169617892,0.20991087638639283,0.45578145759552596,2.6053747297297285,0.022424956917520975,0.18812580473429613,2.6134330652376523,0.1315807570700465,0.30948974454799677,2.5973078965517264,0.018462095073159327,0.1110471565722368,2.6124780596458534,0.08776883432175213,0.25671800158434305,2.596296593662631,0.1355840027624602,0.8077250521901217,2.6003278378378343,0.005983358224603914,0.4263658061509784,2.636084032618827,0.14031903545518182,0.3922464501397947,2.602528583410995,0.17351855714557335,-0.26486404734389535,2.6534427949673813,0.17519483573691547,0.2578826234855546,2.5945215135135196,0.2252354862963652,0.6919895985088532,2.6099969897483697,0.23750964854944062,0.15562415612152836,2.608097292637464,0.03541712471565699,0.6877005752096912,2.6213013261882554,
Person164,1.6392305999999999,1.4195023,0.14410155876875955,0.14327839670542628,2.960232420930234,0.05593335470077502,0.929701886279069,2.9098814658914693,0.16719617386147273,0.374419051472868,2.9521018736434144,-0.0562961609552714,0.14596835302486105,2.944372398449616,0.03807400495271328,0.2702286164341088,2.9280642379844988,-0.05810668379426349,0.08489760883496131,2.949168538759688,-0.004028825317131751,0.216420881705426,2.923271974418605,0.04770726781744184,0.7626417957364345,2.9273872,-0.05462293771348846,0.37150111155038784,2.941060665891473,0.04394631843604645,0.35175197534883645,2.9311383992248063,0.06342495761472873,-0.2776211248837208,2.9697933093023305,0.07839340950620138,0.2164274351937984,2.929922803875969,0.13305620700062,0.6554673709302332,2.9539317697674425,0.1466413378131779,0.08336006072031002,2.964412689147282,-0.0526719832293798,0.6434228084496125,2.9213989565891465,
Person065,1.2903780999999999,1.1782222,0.1066729010898205,0.16355497206007974,2.550728650698604,0.02562578491417164,0.755751490219561,2.569850181636725,0.1356384343221556,0.2972747992015966,2.5741270778443104,0.023778144573253526,0.08655475683013973,2.4506888303393266,0.034629888217564866,0.17184462065868275,2.557024540918162,0.02883153483193613,0.019672608351417153,2.458172071856291,-7.744757085827871E-4,0.1149262346307385,2.5512757824351264,0.039364389156287406,0.6017279692614778,2.542504233532934,-0.011308050074670733,0.2749203876247503,2.453231067864275,0.03404580328702593,0.2432338439121755,2.5559065449101803,0.054859452122554886,-0.2652471171656684,2.631856041916165,0.0671326568867266,0.11315555149700605,2.5636588502993995,0.11716418928323352,0.5039638101796404,2.575458680638722,0.1078248636217767,0.13006686701153683,2.5510510578842327,-0.03147452116367265,0.4908713754491026,2.49883989021956,
Person133,1.7812533,1.7304914,0.27649044168097026,0.3018184932835821,2.8654830764925436,0.1338347071259329,1.0339948251865663,2.6912140223880625,0.27455255972779863,0.4943100925373127,2.806165033582094,0.0408129341182836,0.3583416919776121,2.783351164179102,0.13465863932649252,0.4730627826492538,2.779063190298506,0.04042000908320896,0.314601613246269,2.7874387761194033,0.08719172285261194,0.41830168861940303,2.780586291044779,0.15274188636660446,0.9339876582089556,2.7785518470149273,0.009616205524440261,0.5454391283582081,2.7615013227611933,0.12836514379179104,0.5494017826492541,2.7872772108208923,0.19054795352985085,-0.052039787435447724,2.892119305970149,0.1702987396774251,0.40480525466417955,2.789882742537315,0.24401407233134334,0.7696902026119395,2.7896359664179053,0.2808679033259329,0.2448331013059702,2.872141684701491,0.054259145069570906,0.8215174300373125,2.7816726791044775,
Person024,1.4798293,1.3248571,-0.11692501886938125,0.18613857455605362,2.4692292134529144,-0.10452055037013452,0.9935567148878932,2.631739034080721,-0.07038438140179372,0.4199565799999991,2.5041917793721957,-0.17114568427264576,0.22778991675336327,2.6040685255605394,-0.11379819253031401,0.33706785650224186,2.628713463677132,-0.17219525299372215,0.15742221797255615,2.6054540753363256,-0.14825206862600893,0.2984045635874437,2.6286830511210733,-0.10059162016243044,0.8149930012556058,2.6093436125560574,-0.1949908685669058,0.43181574475336365,2.6188592905829577,-0.11262194759829598,0.41650587721973076,2.6265921937219714,-0.08354110783336326,-0.1722903390331838,2.7327765704035887,-0.08192815601273552,0.29580246878923716,2.629603822421524,-0.03438193769246639,0.6634803217937206,2.6003026071748896,-0.1295594511353452,0.10594447484852014,2.471811661883407,-0.1785832668186816,0.6651917684304927,2.579940368609866,
Person006,1.376247,1.3149926,0.19979941616924254,0.16143950653233435,2.861806848580444,0.09402900713722401,0.9083203474763407,2.806062093059938,0.2013795774966876,0.36361845899053624,2.846605925867507,-0.02530490926182962,0.19438078416403776,2.8578332823343895,0.0874932626504732,0.27379193958990544,2.8376137429022066,-0.02796492408075705,0.12783718489274434,2.861398187697163,0.042973274055678294,0.22016166056782346,2.8324489416403806,0.09315860305457418,0.7370755504731858,2.832989777602526,-0.04280354256719238,0.42331970567823435,2.8525325883280757,0.09082209116151259,0.3506700488958991,2.83882462460568,0.1193263734577289,-0.24167633091482696,2.8772990993690803,0.1308873231042587,0.21848474305993668,2.8407089416403792,0.19152407358044166,0.6276105829652989,2.860213427444796,0.20000190959321762,0.09878696687870663,2.862614312302841,-0.010202678432334418,0.6522096842271294,2.8386048075709787,
Person155,1.6286891000000001,1.4891073000000001,0.1265452048336236,0.14469894696689903,2.5294475017421623,0.061339331465853755,0.9448372270905931,2.51686096254355,0.16090748779224767,0.38036027081881585,2.5328837290940798,-0.012777825658928533,0.16523511320383266,2.540733374564458,0.05345661695993039,0.2635319752613243,2.533858968641117,-0.016732784591289226,0.10173146663492168,2.5413515365853656,0.016076608788405063,0.217558184355401,2.5324918022648064,0.06258748894416384,0.7667651791811843,2.528101716027874,-0.021539526374041808,0.3743434640243903,2.5472253745644635,0.061874657658536655,0.3471603170731705,2.5360779355400678,0.06934612288451206,-0.2847659239547032,2.576500530487806,0.08895900423954707,0.2197093728222995,2.533889026132406,0.14819637147942508,0.6337572760452956,2.5462180505226484,0.12566924590043554,0.07011625201114978,2.530644647212548,-0.015170565121689844,0.6306790598432059,2.5534471846689897,
Person089,1.2150020000000001,1.3727511,0.12195434739373895,0.15358113792210326,2.410193214216161,0.11234140040879267,0.9626147925998051,2.5542401178188943,0.15473367330350551,0.35834280136319396,2.3908884079844177,0.05332281798519962,0.189383989221032,2.5127175939630035,0.11423229463427463,0.2893823605647514,2.5251901986368033,0.048380190077409985,0.12027044825413827,2.5303753437195686,0.08534187141246351,0.2539826258033107,2.5302167332035066,0.1256360859035055,0.7894427361246347,2.5515809649464476,0.0470501955257449,0.3834383740019468,2.4807568539435256,0.12920232625296968,0.36993492794547245,2.5550365170399223,0.1532891255246348,-0.24476201090555008,2.594484284323273,0.1400145291132424,0.2561564249269717,2.5148428140214247,0.1541323396139239,0.6205814248296007,2.446696437195717,0.12258706224040879,0.0822471967000974,2.4145273067186035,0.048646933220837525,0.6252456459591045,2.488730795520936,
Person153,1.3856574,1.3389843,0.165889238104762,0.08817578286778711,2.3649001204481785,0.10865475536377214,0.6984364373482731,2.3569275779645182,0.17998400584197377,0.27493623944911266,2.3603502819794575,0.04778352293837543,0.0914502705337553,2.371945284780578,0.10536859783968248,0.11647602897096156,2.4095778552754434,0.04257019571858078,0.035415377820354865,2.3784748207282895,0.06631802198810452,0.06608054671560229,2.409595918767508,0.10073988303762832,0.5603207999066284,2.399156398692808,0.04840091473604108,0.24600687936853413,2.3218116078431397,0.10847398284422033,0.18992040938281973,2.416560152194213,0.11789411390774963,-0.2970934506069094,2.4486092633053245,0.14589549710840335,0.0726335690866853,2.410420069094304,0.1829037012964518,0.4935341152194216,2.3992471335200753,0.16830222835107375,0.025529194621111095,2.362428430438842,0.015449803594836603,0.4375568398692807,2.3715696255835663,
Person022,1.3526899000000001,1.4494962,0.11570099630134983,0.13763600363551415,2.807077895119416,0.011550227422326082,0.918749683489097,2.7787156147455874,0.13003383270269997,0.3677430413291796,2.8097469241952244,-0.07801267543499472,0.1537161986085152,2.8256616105919052,0.016900997899044715,0.28597310706126655,2.8162322398753905,-0.08294279348805826,0.10666712756292843,2.820315000000005,-0.033802084179314684,0.22305289678089324,2.82058680581516,0.016150178296749744,0.7630332077881625,2.81468853167186,-0.12563880318795426,0.3707487071651088,2.8270886334371754,0.021484210765109087,0.3651637651090338,2.8206835638629264,0.04772400310360332,-0.24408148193146434,2.8793302450675013,0.06760599173501543,0.22349586188992746,2.8085162554517087,0.12431513398743516,0.6343852797507795,2.8400801869158876,0.11448040720768414,0.07097371112772582,2.814135374870199,-0.08835071623520228,0.6408986050882661,2.827903374870199,
