Individual,FrameNumber,CubeEndPoint0(X),CubeEndPoint0(Y),CubeEndPoint0(Z),CubeEndPoint1(X),CubeEndPoint1(Y),CubeEndPoint1(Z),CubeEndPoint2(X),CubeEndPoint2(Y),CubeEndPoint2(Z),CubeEndPoint3(X),CubeEndPoint3(Y),CubeEndPoint3(Z),CubeEndPoint4(X),CubeEndPoint4(Y),CubeEndPoint4(Z),CubeEndPoint5(X),CubeEndPoint5(Y),CubeEndPoint5(Z),CubeEndPoint6(X),CubeEndPoint6(Y),CubeEndPoint6(Z),CubeEndPoint7(X),CubeEndPoint7(Y),CubeEndPoint7(Z),#XDIV,#YDIV,#ZDIV,
Person143,16,-0.8509237,-0.4746285,1.918037,0.986208,-0.4746285,1.918037,-0.8509237,1.040799,1.918037,0.986208,1.040799,1.918037,-0.8509237,-0.4746285,3.1806210000000004,0.986208,-0.4746285,3.1806210000000004,-0.8509237,1.040799,3.1806210000000004,0.986208,1.040799,3.1806210000000004,10,10,10,
Person143,17,-0.8509237,-0.4746285,1.917385,0.986208,-0.4746285,1.917385,-0.8509237,1.040799,1.917385,0.986208,1.040799,1.917385,-0.8509237,-0.4746285,3.1799690000000003,0.986208,-0.4746285,3.1799690000000003,-0.8509237,1.040799,3.1799690000000003,0.986208,1.040799,3.1799690000000003,10,10,10,
Person143,18,-0.8509237,-0.4746285,1.9160789999999999,0.986208,-0.4746285,1.9160789999999999,-0.8509237,1.040799,1.9160789999999999,0.986208,1.040799,1.9160789999999999,-0.8509237,-0.4746285,3.1786630000000002,0.986208,-0.4746285,3.1786630000000002,-0.8509237,1.040799,3.1786630000000002,0.986208,1.040799,3.1786630000000002,10,10,10,
Person143,19,-0.8509237,-0.4746285,1.9154519999999997,0.986208,-0.4746285,1.9154519999999997,-0.8509237,1.040799,1.9154519999999997,0.986208,1.040799,1.9154519999999997,-0.8509237,-0.4746285,3.178036,0.986208,-0.4746285,3.178036,-0.8509237,1.040799,3.178036,0.986208,1.040799,3.178036,10,10,10,
Person143,20,-0.8509237,-0.4746285,1.9182159999999997,0.986208,-0.4746285,1.9182159999999997,-0.8509237,1.040799,1.9182159999999997,0.986208,1.040799,1.9182159999999997,-0.8509237,-0.4746285,3.1808,0.986208,-0.4746285,3.1808,-0.8509237,1.040799,3.1808,0.986208,1.040799,3.1808,10,10,10,
Person143,21,-0.8509237,-0.4746285,1.9219529999999998,0.986208,-0.4746285,1.9219529999999998,-0.8509237,1.040799,1.9219529999999998,0.986208,1.040799,1.9219529999999998,-0.8509237,-0.4746285,3.184537,0.986208,-0.4746285,3.184537,-0.8509237,1.040799,3.184537,0.986208,1.040799,3.184537,10,10,10,
Person143,22,-0.8509237,-0.4746285,1.922148,0.986208,-0.4746285,1.922148,-0.8509237,1.040799,1.922148,0.986208,1.040799,1.922148,-0.8509237,-0.4746285,3.1847320000000003,0.986208,-0.4746285,3.1847320000000003,-0.8509237,1.040799,3.1847320000000003,0.986208,1.040799,3.1847320000000003,10,10,10,
Person143,23,-0.8509237,-0.4746285,1.921554,0.986208,-0.4746285,1.921554,-0.8509237,1.040799,1.921554,0.986208,1.040799,1.921554,-0.8509237,-0.4746285,3.1841380000000004,0.986208,-0.4746285,3.1841380000000004,-0.8509237,1.040799,3.1841380000000004,0.986208,1.040799,3.1841380000000004,10,10,10,
Person143,24,-0.8509237,-0.4746285,1.9279899999999999,0.986208,-0.4746285,1.9279899999999999,-0.8509237,1.040799,1.9279899999999999,0.986208,1.040799,1.9279899999999999,-0.8509237,-0.4746285,3.1905740000000002,0.986208,-0.4746285,3.1905740000000002,-0.8509237,1.040799,3.1905740000000002,0.986208,1.040799,3.1905740000000002,10,10,10,
Person143,25,-0.8509237,-0.4746285,1.9262059999999996,0.986208,-0.4746285,1.9262059999999996,-0.8509237,1.040799,1.9262059999999996,0.986208,1.040799,1.9262059999999996,-0.8509237,-0.4746285,3.18879,0.986208,-0.4746285,3.18879,-0.8509237,1.040799,3.18879,0.986208,1.040799,3.18879,10,10,10,
Person143,26,-0.8509237,-0.4746285,1.929592,0.986208,-0.4746285,1.929592,-0.8509237,1.040799,1.929592,0.986208,1.040799,1.929592,-0.8509237,-0.4746285,3.1921760000000003,0.986208,-0.4746285,3.1921760000000003,-0.8509237,1.040799,3.1921760000000003,0.986208,1.040799,3.1921760000000003,10,10,10,
Person143,27,-0.8509237,-0.4746285,1.9229019999999997,0.986208,-0.4746285,1.9229019999999997,-0.8509237,1.040799,1.9229019999999997,0.986208,1.040799,1.9229019999999997,-0.8509237,-0.4746285,3.185486,0.986208,-0.4746285,3.185486,-0.8509237,1.040799,3.185486,0.986208,1.040799,3.185486,10,10,10,
Person143,28,-0.8509237,-0.4746285,1.9198629999999999,0.986208,-0.4746285,1.9198629999999999,-0.8509237,1.040799,1.9198629999999999,0.986208,1.040799,1.9198629999999999,-0.8509237,-0.4746285,3.1824470000000002,0.986208,-0.4746285,3.1824470000000002,-0.8509237,1.040799,3.1824470000000002,0.986208,1.040799,3.1824470000000002,10,10,10,
Person143,29,-0.8509237,-0.4746285,1.9367489999999998,0.986208,-0.4746285,1.9367489999999998,-0.8509237,1.040799,1.9367489999999998,0.986208,1.040799,1.9367489999999998,-0.8509237,-0.4746285,3.199333,0.986208,-0.4746285,3.199333,-0.8509237,1.040799,3.199333,0.986208,1.040799,3.199333,10,10,10,
Person143,30,-0.8509237,-0.4746285,1.9268899999999998,0.986208,-0.4746285,1.9268899999999998,-0.8509237,1.040799,1.9268899999999998,0.986208,1.040799,1.9268899999999998,-0.8509237,-0.4746285,3.189474,0.986208,-0.4746285,3.189474,-0.8509237,1.040799,3.189474,0.986208,1.040799,3.189474,10,10,10,
Person143,31,-0.8509237,-0.4746285,1.9190829999999997,0.986208,-0.4746285,1.9190829999999997,-0.8509237,1.040799,1.9190829999999997,0.986208,1.040799,1.9190829999999997,-0.8509237,-0.4746285,3.181667,0.986208,-0.4746285,3.181667,-0.8509237,1.040799,3.181667,0.986208,1.040799,3.181667,10,10,10,
Person143,32,-0.8509237,-0.4746285,1.918625,0.986208,-0.4746285,1.918625,-0.8509237,1.040799,1.918625,0.986208,1.040799,1.918625,-0.8509237,-0.4746285,3.1812090000000004,0.986208,-0.4746285,3.1812090000000004,-0.8509237,1.040799,3.1812090000000004,0.986208,1.040799,3.1812090000000004,10,10,10,
Person143,33,-0.8509237,-0.4746285,1.9190389999999997,0.986208,-0.4746285,1.9190389999999997,-0.8509237,1.040799,1.9190389999999997,0.986208,1.040799,1.9190389999999997,-0.8509237,-0.4746285,3.181623,0.986208,-0.4746285,3.181623,-0.8509237,1.040799,3.181623,0.986208,1.040799,3.181623,10,10,10,
Person143,34,-0.8509237,-0.4746285,1.9286969999999997,0.986208,-0.4746285,1.9286969999999997,-0.8509237,1.040799,1.9286969999999997,0.986208,1.040799,1.9286969999999997,-0.8509237,-0.4746285,3.191281,0.986208,-0.4746285,3.191281,-0.8509237,1.040799,3.191281,0.986208,1.040799,3.191281,10,10,10,
Person143,35,-0.8509237,-0.4746285,1.9261709999999996,0.986208,-0.4746285,1.9261709999999996,-0.8509237,1.040799,1.9261709999999996,0.986208,1.040799,1.9261709999999996,-0.8509237,-0.4746285,3.188755,0.986208,-0.4746285,3.188755,-0.8509237,1.040799,3.188755,0.986208,1.040799,3.188755,10,10,10,
Person143,36,-0.8509237,-0.4746285,1.9209509999999996,0.986208,-0.4746285,1.9209509999999996,-0.8509237,1.040799,1.9209509999999996,0.986208,1.040799,1.9209509999999996,-0.8509237,-0.4746285,3.183535,0.986208,-0.4746285,3.183535,-0.8509237,1.040799,3.183535,0.986208,1.040799,3.183535,10,10,10,
Person143,37,-0.8509237,-0.4746285,1.921465,0.986208,-0.4746285,1.921465,-0.8509237,1.040799,1.921465,0.986208,1.040799,1.921465,-0.8509237,-0.4746285,3.1840490000000004,0.986208,-0.4746285,3.1840490000000004,-0.8509237,1.040799,3.1840490000000004,0.986208,1.040799,3.1840490000000004,10,10,10,
Person143,38,-0.8509237,-0.4746285,1.92902,0.986208,-0.4746285,1.92902,-0.8509237,1.040799,1.92902,0.986208,1.040799,1.92902,-0.8509237,-0.4746285,3.1916040000000003,0.986208,-0.4746285,3.1916040000000003,-0.8509237,1.040799,3.1916040000000003,0.986208,1.040799,3.1916040000000003,10,10,10,
Person143,39,-0.8509237,-0.4746285,1.9302709999999998,0.986208,-0.4746285,1.9302709999999998,-0.8509237,1.040799,1.9302709999999998,0.986208,1.040799,1.9302709999999998,-0.8509237,-0.4746285,3.192855,0.986208,-0.4746285,3.192855,-0.8509237,1.040799,3.192855,0.986208,1.040799,3.192855,10,10,10,
Person143,40,-0.8509237,-0.4746285,1.9339049999999998,0.986208,-0.4746285,1.9339049999999998,-0.8509237,1.040799,1.9339049999999998,0.986208,1.040799,1.9339049999999998,-0.8509237,-0.4746285,3.196489,0.986208,-0.4746285,3.196489,-0.8509237,1.040799,3.196489,0.986208,1.040799,3.196489,10,10,10,
Person143,41,-0.8509237,-0.4746285,1.93343,0.986208,-0.4746285,1.93343,-0.8509237,1.040799,1.93343,0.986208,1.040799,1.93343,-0.8509237,-0.4746285,3.1960140000000004,0.986208,-0.4746285,3.1960140000000004,-0.8509237,1.040799,3.1960140000000004,0.986208,1.040799,3.1960140000000004,10,10,10,
Person143,42,-0.8509237,-0.4746285,1.931911,0.986208,-0.4746285,1.931911,-0.8509237,1.040799,1.931911,0.986208,1.040799,1.931911,-0.8509237,-0.4746285,3.1944950000000003,0.986208,-0.4746285,3.1944950000000003,-0.8509237,1.040799,3.1944950000000003,0.986208,1.040799,3.1944950000000003,10,10,10,
Person143,43,-0.8509237,-0.4746285,1.9318929999999996,0.986208,-0.4746285,1.9318929999999996,-0.8509237,1.040799,1.9318929999999996,0.986208,1.040799,1.9318929999999996,-0.8509237,-0.4746285,3.194477,0.986208,-0.4746285,3.194477,-0.8509237,1.040799,3.194477,0.986208,1.040799,3.194477,10,10,10,
Person143,44,-0.8509237,-0.4746285,1.931288,0.986208,-0.4746285,1.931288,-0.8509237,1.040799,1.931288,0.986208,1.040799,1.931288,-0.8509237,-0.4746285,3.1938720000000003,0.986208,-0.4746285,3.1938720000000003,-0.8509237,1.040799,3.1938720000000003,0.986208,1.040799,3.1938720000000003,10,10,10,
Person143,45,-0.8509237,-0.4746285,1.9304709999999998,0.986208,-0.4746285,1.9304709999999998,-0.8509237,1.040799,1.9304709999999998,0.986208,1.040799,1.9304709999999998,-0.8509237,-0.4746285,3.193055,0.986208,-0.4746285,3.193055,-0.8509237,1.040799,3.193055,0.986208,1.040799,3.193055,10,10,10,
Person143,46,-0.8509237,-0.4746285,1.928029,0.986208,-0.4746285,1.928029,-0.8509237,1.040799,1.928029,0.986208,1.040799,1.928029,-0.8509237,-0.4746285,3.1906130000000004,0.986208,-0.4746285,3.1906130000000004,-0.8509237,1.040799,3.1906130000000004,0.986208,1.040799,3.1906130000000004,10,10,10,
Person143,47,-0.8509237,-0.4746285,1.9276519999999997,0.986208,-0.4746285,1.9276519999999997,-0.8509237,1.040799,1.9276519999999997,0.986208,1.040799,1.9276519999999997,-0.8509237,-0.4746285,3.190236,0.986208,-0.4746285,3.190236,-0.8509237,1.040799,3.190236,0.986208,1.040799,3.190236,10,10,10,
Person143,48,-0.8509237,-0.4746285,1.9333299999999998,0.986208,-0.4746285,1.9333299999999998,-0.8509237,1.040799,1.9333299999999998,0.986208,1.040799,1.9333299999999998,-0.8509237,-0.4746285,3.195914,0.986208,-0.4746285,3.195914,-0.8509237,1.040799,3.195914,0.986208,1.040799,3.195914,10,10,10,
Person143,49,-0.8509237,-0.4746285,1.931613,0.986208,-0.4746285,1.931613,-0.8509237,1.040799,1.931613,0.986208,1.040799,1.931613,-0.8509237,-0.4746285,3.1941970000000004,0.986208,-0.4746285,3.1941970000000004,-0.8509237,1.040799,3.1941970000000004,0.986208,1.040799,3.1941970000000004,10,10,10,
Person143,50,-0.8509237,-0.4746285,1.9351939999999996,0.986208,-0.4746285,1.9351939999999996,-0.8509237,1.040799,1.9351939999999996,0.986208,1.040799,1.9351939999999996,-0.8509237,-0.4746285,3.197778,0.986208,-0.4746285,3.197778,-0.8509237,1.040799,3.197778,0.986208,1.040799,3.197778,10,10,10,
Person143,51,-0.8509237,-0.4746285,1.9372029999999998,0.986208,-0.4746285,1.9372029999999998,-0.8509237,1.040799,1.9372029999999998,0.986208,1.040799,1.9372029999999998,-0.8509237,-0.4746285,3.199787,0.986208,-0.4746285,3.199787,-0.8509237,1.040799,3.199787,0.986208,1.040799,3.199787,10,10,10,
Person143,52,-0.8509237,-0.4746285,1.9270359999999997,0.986208,-0.4746285,1.9270359999999997,-0.8509237,1.040799,1.9270359999999997,0.986208,1.040799,1.9270359999999997,-0.8509237,-0.4746285,3.18962,0.986208,-0.4746285,3.18962,-0.8509237,1.040799,3.18962,0.986208,1.040799,3.18962,10,10,10,
Person143,53,-0.8509237,-0.4746285,1.9376129999999998,0.986208,-0.4746285,1.9376129999999998,-0.8509237,1.040799,1.9376129999999998,0.986208,1.040799,1.9376129999999998,-0.8509237,-0.4746285,3.200197,0.986208,-0.4746285,3.200197,-0.8509237,1.040799,3.200197,0.986208,1.040799,3.200197,10,10,10,
Person143,54,-0.8509237,-0.4746285,1.937122,0.986208,-0.4746285,1.937122,-0.8509237,1.040799,1.937122,0.986208,1.040799,1.937122,-0.8509237,-0.4746285,3.1997060000000004,0.986208,-0.4746285,3.1997060000000004,-0.8509237,1.040799,3.1997060000000004,0.986208,1.040799,3.1997060000000004,10,10,10,
Person143,55,-0.8509237,-0.4746285,1.9380549999999999,0.986208,-0.4746285,1.9380549999999999,-0.8509237,1.040799,1.9380549999999999,0.986208,1.040799,1.9380549999999999,-0.8509237,-0.4746285,3.2006390000000002,0.986208,-0.4746285,3.2006390000000002,-0.8509237,1.040799,3.2006390000000002,0.986208,1.040799,3.2006390000000002,10,10,10,
Person143,56,-0.8509237,-0.4746285,1.9363379999999997,0.986208,-0.4746285,1.9363379999999997,-0.8509237,1.040799,1.9363379999999997,0.986208,1.040799,1.9363379999999997,-0.8509237,-0.4746285,3.198922,0.986208,-0.4746285,3.198922,-0.8509237,1.040799,3.198922,0.986208,1.040799,3.198922,10,10,10,
Person143,57,-0.8509237,-0.4746285,1.9349219999999998,0.986208,-0.4746285,1.9349219999999998,-0.8509237,1.040799,1.9349219999999998,0.986208,1.040799,1.9349219999999998,-0.8509237,-0.4746285,3.197506,0.986208,-0.4746285,3.197506,-0.8509237,1.040799,3.197506,0.986208,1.040799,3.197506,10,10,10,
Person143,58,-0.8509237,-0.4746285,1.9341749999999998,0.986208,-0.4746285,1.9341749999999998,-0.8509237,1.040799,1.9341749999999998,0.986208,1.040799,1.9341749999999998,-0.8509237,-0.4746285,3.196759,0.986208,-0.4746285,3.196759,-0.8509237,1.040799,3.196759,0.986208,1.040799,3.196759,10,10,10,
Person143,59,-0.8509237,-0.4746285,1.9393279999999997,0.986208,-0.4746285,1.9393279999999997,-0.8509237,1.040799,1.9393279999999997,0.986208,1.040799,1.9393279999999997,-0.8509237,-0.4746285,3.201912,0.986208,-0.4746285,3.201912,-0.8509237,1.040799,3.201912,0.986208,1.040799,3.201912,10,10,10,
Person143,60,-0.8509237,-0.4746285,1.9569869999999998,0.986208,-0.4746285,1.9569869999999998,-0.8509237,1.040799,1.9569869999999998,0.986208,1.040799,1.9569869999999998,-0.8509237,-0.4746285,3.219571,0.986208,-0.4746285,3.219571,-0.8509237,1.040799,3.219571,0.986208,1.040799,3.219571,10,10,10,
Person143,61,-0.8509237,-0.4746285,1.9581969999999997,0.986208,-0.4746285,1.9581969999999997,-0.8509237,1.040799,1.9581969999999997,0.986208,1.040799,1.9581969999999997,-0.8509237,-0.4746285,3.220781,0.986208,-0.4746285,3.220781,-0.8509237,1.040799,3.220781,0.986208,1.040799,3.220781,10,10,10,
Person143,62,-0.8509237,-0.4746285,1.959311,0.986208,-0.4746285,1.959311,-0.8509237,1.040799,1.959311,0.986208,1.040799,1.959311,-0.8509237,-0.4746285,3.2218950000000004,0.986208,-0.4746285,3.2218950000000004,-0.8509237,1.040799,3.2218950000000004,0.986208,1.040799,3.2218950000000004,10,10,10,
Person143,63,-0.8509237,-0.4746285,1.9652599999999998,0.986208,-0.4746285,1.9652599999999998,-0.8509237,1.040799,1.9652599999999998,0.986208,1.040799,1.9652599999999998,-0.8509237,-0.4746285,3.227844,0.986208,-0.4746285,3.227844,-0.8509237,1.040799,3.227844,0.986208,1.040799,3.227844,10,10,10,
Person143,64,-0.8509237,-0.4746285,1.970748,0.986208,-0.4746285,1.970748,-0.8509237,1.040799,1.970748,0.986208,1.040799,1.970748,-0.8509237,-0.4746285,3.2333320000000003,0.986208,-0.4746285,3.2333320000000003,-0.8509237,1.040799,3.2333320000000003,0.986208,1.040799,3.2333320000000003,10,10,10,
Person143,65,-0.8509237,-0.4746285,1.97457,0.986208,-0.4746285,1.97457,-0.8509237,1.040799,1.97457,0.986208,1.040799,1.97457,-0.8509237,-0.4746285,3.2371540000000003,0.986208,-0.4746285,3.2371540000000003,-0.8509237,1.040799,3.2371540000000003,0.986208,1.040799,3.2371540000000003,10,10,10,
Person143,66,-0.8509237,-0.4746285,1.9770589999999997,0.986208,-0.4746285,1.9770589999999997,-0.8509237,1.040799,1.9770589999999997,0.986208,1.040799,1.9770589999999997,-0.8509237,-0.4746285,3.239643,0.986208,-0.4746285,3.239643,-0.8509237,1.040799,3.239643,0.986208,1.040799,3.239643,10,10,10,
Person143,67,-0.8509237,-0.4746285,1.9816099999999999,0.986208,-0.4746285,1.9816099999999999,-0.8509237,1.040799,1.9816099999999999,0.986208,1.040799,1.9816099999999999,-0.8509237,-0.4746285,3.2441940000000002,0.986208,-0.4746285,3.2441940000000002,-0.8509237,1.040799,3.2441940000000002,0.986208,1.040799,3.2441940000000002,10,10,10,
Person143,68,-0.8509237,-0.4746285,1.9822849999999996,0.986208,-0.4746285,1.9822849999999996,-0.8509237,1.040799,1.9822849999999996,0.986208,1.040799,1.9822849999999996,-0.8509237,-0.4746285,3.244869,0.986208,-0.4746285,3.244869,-0.8509237,1.040799,3.244869,0.986208,1.040799,3.244869,10,10,10,
Person143,69,-0.8509237,-0.4746285,1.9816159999999998,0.986208,-0.4746285,1.9816159999999998,-0.8509237,1.040799,1.9816159999999998,0.986208,1.040799,1.9816159999999998,-0.8509237,-0.4746285,3.2442,0.986208,-0.4746285,3.2442,-0.8509237,1.040799,3.2442,0.986208,1.040799,3.2442,10,10,10,
Person143,70,-0.8509237,-0.4746285,1.9679579999999999,0.986208,-0.4746285,1.9679579999999999,-0.8509237,1.040799,1.9679579999999999,0.986208,1.040799,1.9679579999999999,-0.8509237,-0.4746285,3.2305420000000002,0.986208,-0.4746285,3.2305420000000002,-0.8509237,1.040799,3.2305420000000002,0.986208,1.040799,3.2305420000000002,10,10,10,
Person143,71,-0.8509237,-0.4746285,1.96623,0.986208,-0.4746285,1.96623,-0.8509237,1.040799,1.96623,0.986208,1.040799,1.96623,-0.8509237,-0.4746285,3.2288140000000003,0.986208,-0.4746285,3.2288140000000003,-0.8509237,1.040799,3.2288140000000003,0.986208,1.040799,3.2288140000000003,10,10,10,
Person143,72,-0.8509237,-0.4746285,1.9569029999999996,0.986208,-0.4746285,1.9569029999999996,-0.8509237,1.040799,1.9569029999999996,0.986208,1.040799,1.9569029999999996,-0.8509237,-0.4746285,3.219487,0.986208,-0.4746285,3.219487,-0.8509237,1.040799,3.219487,0.986208,1.040799,3.219487,10,10,10,
Person143,73,-0.8509237,-0.4746285,1.9529159999999997,0.986208,-0.4746285,1.9529159999999997,-0.8509237,1.040799,1.9529159999999997,0.986208,1.040799,1.9529159999999997,-0.8509237,-0.4746285,3.2155,0.986208,-0.4746285,3.2155,-0.8509237,1.040799,3.2155,0.986208,1.040799,3.2155,10,10,10,
Person143,74,-0.8509237,-0.4746285,1.9444689999999998,0.986208,-0.4746285,1.9444689999999998,-0.8509237,1.040799,1.9444689999999998,0.986208,1.040799,1.9444689999999998,-0.8509237,-0.4746285,3.207053,0.986208,-0.4746285,3.207053,-0.8509237,1.040799,3.207053,0.986208,1.040799,3.207053,10,10,10,
Person143,75,-0.8509237,-0.4746285,1.9395979999999997,0.986208,-0.4746285,1.9395979999999997,-0.8509237,1.040799,1.9395979999999997,0.986208,1.040799,1.9395979999999997,-0.8509237,-0.4746285,3.202182,0.986208,-0.4746285,3.202182,-0.8509237,1.040799,3.202182,0.986208,1.040799,3.202182,10,10,10,
Person143,76,-0.8509237,-0.4746285,1.9243089999999996,0.986208,-0.4746285,1.9243089999999996,-0.8509237,1.040799,1.9243089999999996,0.986208,1.040799,1.9243089999999996,-0.8509237,-0.4746285,3.186893,0.986208,-0.4746285,3.186893,-0.8509237,1.040799,3.186893,0.986208,1.040799,3.186893,10,10,10,
Person143,77,-0.8509237,-0.4746285,1.912264,0.986208,-0.4746285,1.912264,-0.8509237,1.040799,1.912264,0.986208,1.040799,1.912264,-0.8509237,-0.4746285,3.1748480000000003,0.986208,-0.4746285,3.1748480000000003,-0.8509237,1.040799,3.1748480000000003,0.986208,1.040799,3.1748480000000003,10,10,10,
Person143,78,-0.8509237,-0.4746285,1.897185,0.986208,-0.4746285,1.897185,-0.8509237,1.040799,1.897185,0.986208,1.040799,1.897185,-0.8509237,-0.4746285,3.1597690000000003,0.986208,-0.4746285,3.1597690000000003,-0.8509237,1.040799,3.1597690000000003,0.986208,1.040799,3.1597690000000003,10,10,10,
Person143,79,-0.8509237,-0.4746285,1.8883289999999997,0.986208,-0.4746285,1.8883289999999997,-0.8509237,1.040799,1.8883289999999997,0.986208,1.040799,1.8883289999999997,-0.8509237,-0.4746285,3.150913,0.986208,-0.4746285,3.150913,-0.8509237,1.040799,3.150913,0.986208,1.040799,3.150913,10,10,10,
